Key;Label;Caminho;Path;File;EntityType;Risk;RiskDensity;EntityNr;SizeDocument
1272;RPT001272;docx;C:\Users\m12003091\Desktop\formação\Formação£estágios\2016\Q A DSF\;DSF-AES-QUES02_ALT01_QEstagiários_Estágios.docx;Filiacao, Habilitacao, EMAIL, Nome, DesignacaoCP;5;0,00064;10;8661
1273;RPT001273;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\SIADAP 2015\;SIADAP_DAGI_2015_nota apos homolgação.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;11;772
1274;RPT001274;doc;C:\Users\m12003091\Desktop\tania\rodrigo viagem\;minuta_menor_nacional.doc;Nome;1;0,00006;1;374
1275;RPT001275;pdf;C:\Users\m12003091\Desktop\;ptbcm_1_plano_classificacao.pdf;Filiacao, Habilitacao, Profissao, Crime, Morada, Nome, DesignacaoCP;5;0,00064;119;34257
1276;RPT001276;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS AO CEFA\;ALVES ESTRADA_ GUIA CEFA.xlsx;Data, Nome, DesignacaoCP;2;0,00025;11;1884
1277;RPT001277;pdf;C:\Users\m12003091\Desktop\tania\BOLSA 2017\;Referência-MB-Propinas.pdf;CPostal, Data, Nome;2;0,00025;11;6646
1278;RPT001278;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS CEFA\;1SAR  MARTINS BAPTISTA.xlsx;Data, Nome, DesignacaoCP;2;0,00025;8;1903
1279;RPT001279;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS AO CEFA\;NEVES DA SILVA_GUIA CEFA.xlsx;Data, Nome, DesignacaoCP;2;0,00025;10;1921
1280;RPT001280;docx;C:\Users\m12003091\Desktop\Biblioteca_DITIC\;ci_ex_inf.docx;Profissao, Nome;2;0,00013;6;648
1281;RPT001281;pdf;C:\Users\m12003091\Desktop\tania\BOLSA 2018\;DF.MONSTRAÇÃO DE lIQUIDAÇÃO DE IRS.pdf;Filiacao, IBAN, Profissao, CPostal, NIF, Data, Nome, DesignacaoCP;5;0,00064;31;2526
1282;RPT001282;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;Ricardo Martins Gonçalves.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1928
1283;RPT001283;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;SAJ PEDREIRA_PROMOCAO.xlsx;Nome, DesignacaoCP;2;0,00025;7;1927
1284;RPT001284;docx;C:\Users\m12003091\Desktop\tania\;DECLARAÇÃO SOB COMPROMISSO DE HONRA_2017.docx;NIF, Nome;4;0,00026;8;224
1285;RPT001285;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\2TEN N. RIBEIRO\;1SAR ETI BENTO.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;17;14944
1286;RPT001286;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;STEN RC TN SOFIA ALVES.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1887
1287;RPT001287;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\11.0\Stamps\;STI.pdf;Nome;1;0,00013;1;15455
1288;RPT001288;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;SAJ ETI SILVA BRITO.xlsx;Nome, DesignacaoCP;2;0,00025;10;1973
1289;RPT001289;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AUDITORIA_2015\;DITIC _ AUDITORIA_2015.docx;Profissao, Nome;2;0,00013;8;317
1290;RPT001290;xls;C:\Users\m12003091\Desktop\Biblioteca_DITIC\Biblioteca_Lista de livros_DAGI_DITIC\Listas_antigas\;O6F-DAGI-BIBLI_5.xls;Filiacao, Profissao, Data, Nome;5;0,00064;80;6241
1291;RPT001291;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;ten Manso _dagi.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1924
1292;RPT001292;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\;nota nº25 de 08dez 2012_ oficiais.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;15;751
1293;RPT001293;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\NOTAS\;NOTA Nº _DITIC_.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;15;815
1294;RPT001294;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\Avaliações Militares_2014\;nota nº 282   avaliações priodicas.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;23;788
1295;RPT001295;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\SIADAP 2015\;nota_ditic_ apos homolgação_2015_ martins dos santos.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;9;752
1296;RPT001296;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;SAJ BRAZ BRANCO.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;13;1912
1297;RPT001297;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\NOTAS DITIC\;nota nº _ditic_.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;17;804
1298;RPT001298;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\CTEN S. OLIVEIRA\;CAB E PEDRO.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;22;14949
1299;RPT001299;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2012_\PAFS 1 SEMESTRE 2012\M129 - 2012-UAICM\Modelo\;MSG  CEFA SANTANA GONÇALVES.docx;Profissao, DesignacaoCP;2;0,00025;3;1232
1300;RPT001300;doc;C:\Users\m12003091\Desktop\Biblioteca_DITIC\CEDENCIA_DITIC\;CEDÊNCIA TEMPORÁRIA DE PUBLICAÇÕES Tec. Inf. Vitor Fernandes.doc;Data, Nome, DesignacaoCP;2;0,00025;3;1013
1301;RPT001301;docx;C:\Users\m12003091\Desktop\;Montijo 08 de novembro de 2017 auditoria montijo.docx;Data, Nome;2;0,00013;4;237
1302;RPT001302;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2012_\PAFS 1 SEMESTRE 2012\NOTAS Á DSF( DAGI)\;NOTA MODELO.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;19;813
1303;RPT001303;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;CARLOS NARCISO.xlsx;Nome, DesignacaoCP;2;0,00025;8;1944
1304;RPT001304;pdf;C:\Users\m12003091\Desktop\formação\PAFN\PAFN 2014\;20150203_NO_126_DF_PAFN 2015_APROVADO.pdf;;0;0;0;32416
1305;RPT001305;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\SSTI\CH. GAB\;CFR FURTADO MARTINS.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;19;14879
1306;RPT001306;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS AO CEFA\;MARTINS GONÇALVES_ GUIA CEFA.xlsx;Data, Nome, DesignacaoCP;2;0,00025;10;1910
1307;RPT001307;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\;Report PAF-1º SEMESTRE 2013 - 03maio13.xlsx;Profissao, Data, DesignacaoCP, Nome;2;0,00013;278;636
1308;RPT001308;docx;C:\Users\m12003091\Desktop\tania\rodrigo viagem\;O-ALCOOLISMO_ 01.docx;Profissao, Saude, Morada, Nome;5;0,00064;15;9389
1309;RPT001309;docx;C:\Users\m12003091\Desktop\DIVERSOS\LIVRO DE INTEGRAÇÃO\;capa_livro_integração-2011_DITIC.docx;DesignacaoCP, Nome;2;0,00025;2;7554
1310;RPT001310;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\PROMOÇÕES _ MSG\;MSG DITICMAR _PROMOCAO_2TEN VIEIRA DAS NEVES.docx;Profissao, Nome;2;0,00013;6;231
1311;RPT001311;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\avaliações de militares\;nota nº ditic _avaliações priodicas 2015_nº13fev.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;9;766
1312;RPT001312;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\CDIACM\;GUIA_barata.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;13;1906
1313;RPT001313;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\;anexo II - ficha de auto-avaliacao-trabalhadores.pdf;Profissao, Nome;2;0,00025;2;5150
1314;RPT001314;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\MSG\;ESVES ESTRADA.docx;Profissao, Data, Nome;2;0,00013;5;250
1315;RPT001315;xls;C:\Users\m12003091\Desktop\formação\PAFM II\PAFM_2014\;7433_pafm_novembro2014_ditic.xls;Profissao, Nome;2;0,00025;10;1818
1316;RPT001316;xls;C:\Users\m12003091\Desktop\formação\PAFM II\PAFM_2014\;6271_modelo_outubro2014.xls;Nome;1;0,00013;1;1189
1317;RPT001317;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\1TEN F. SANTOS\;1 TEN P. QUARESMA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;21;14961
1318;RPT001318;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;1SAR ETC MEDEIROS PATRICIO_DITIC.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1971
1319;RPT001319;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;TEN PARDELHA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1867
1320;RPT001320;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DAGI\;CTEN VIEIRA _ESCOLA DE FUZILEIROS.xlsx;Nome, DesignacaoCP;2;0,00025;8;1931
1321;RPT001321;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS CEFA\;2TEN Sa de Araujo.xlsx;Nome, DesignacaoCP;2;0,00025;6;1888
1322;RPT001322;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DAGI\;Guia Patricia alexandra B. Ramos.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;12;1918
1323;RPT001323;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;azevedo da silva.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1894
1324;RPT001324;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX. MÉDICO 2014\;tec.inf._magalhães Marques.xlsx;Nome, DesignacaoCP;2;0,00025;8;1895
1325;RPT001325;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\promoções\;guia promoção _pinto alves.xlsx;Nome, DesignacaoCP;2;0,00025;7;1933
1326;RPT001326;docx;C:\Users\m12003091\Desktop\formação\ESTAGIOS N_REMUNERADOS\Ditic\Certificados de estagio - Diogo Horta\;Modelo de Certificado de Frequência de Estágio.docx;Habilitacao, Profissao, Data, Nome, DesignacaoCP;2;0,00025;16;1127
1327;RPT001327;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\CEFA\;GUIA 129 CEFA_tomé mendes12junho13.xlsx;Data, Nome, DesignacaoCP;2;0,00025;8;1918
1328;RPT001328;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\Guias cefa\;mendes simões.xlsx;Data, Nome, DesignacaoCP;2;0,00025;9;1974
1329;RPT001329;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\;NOTA Nº 76 AVALIAÇÕES OFICIAIS DITIC.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;15;777
1330;RPT001330;docx;C:\Users\m12003091\Desktop\;Isabel_Mobilidade.docx;Filiacao, Profissao, Telemovel, Morada, CPostal, NIF, Nome;5;0,00032;23;328
1331;RPT001331;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\;Nota nº 108  avaliações por destacamento 08out.2012_ oficiais.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;30;802
1332;RPT001332;doc;C:\Users\m12003091\Desktop\Arquivo 2018 DITIC\CAIXA03- atualizadado 29 jan\;Guia de remessa - CAIXA 1-2018-1.doc;Profissao, Data, Nome;2;0,00025;9;2499
1333;RPT001333;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\SSTI\CFR F. MARTINS\;CAB M FERNANDES.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;17;14945
1334;RPT001334;docx;C:\Users\m12003091\Desktop\tania\;Ficha Individual - credenciamento.docx;Habilitacao, Profissao, Morada, Data, Nome, DesignacaoCP;2;0,00025;38;1173
1335;RPT001335;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;CTEN FIÚZA VICENTE.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1951
1336;RPT001336;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\DITIC 1º _2º SEMESTRE\;1sar patricio.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;7;1942
1337;RPT001337;pdf;C:\Users\m12003091\Desktop\PASTA LIMA\;ASSENTO DE NASCIMENTO PEDRO.pdf;;0;0;0;2955
1338;RPT001338;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\PROMOÇÕES _ MSG\;MSG DITICMAR _PROMOCAO_cordeiro caseiro.docx;Profissao, Nome;2;0,00013;6;244
1339;RPT001339;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\NOTAS AVALIAÇÕES DITIC\Avaliações 2012\;Nota nº124 - DITIC.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;15;753
1340;RPT001340;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\NOTA DSF\;santos jorge.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;14;781
1341;RPT001341;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\avaliações de militares\;nota ditic_devolução de avaliações.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;8;776
1342;RPT001342;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;VALENTE.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1950
1343;RPT001343;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;SSTI _GUIA  MARTINS CORREIA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1900
1344;RPT001344;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;1TEN GONÇALVES DE DEUS_DAGI.xlsx;Nome, DesignacaoCP;2;0,00025;10;1923
1345;RPT001345;pdf;C:\Users\m12003091\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\9BSKP2DF\;image3 (002).pdf;;0;0;0;6951
1346;RPT001346;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DAGI 2013\;NOTA Nº22 DAGI.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;13;752
1347;RPT001347;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\MSG CEFA\;MENSAGEM - 03Abr2013.docx;DesignacaoCP, Nome;2;0,00013;10;237
1348;RPT001348;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\Avaliações Civis 2013\;NOTA SSTI_ 90.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;22;795
1349;RPT001349;docx;C:\Users\m12003091\Desktop\DIVERSOS\;Minuta OficioIESM_2013_ Fátima.docx;Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;25;842
1350;RPT001350;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\;NOTA Nº160.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;17;837
1351;RPT001351;docx;C:\Users\m12003091\Desktop\formação\PPO 2019\;PPO2019 Nota de envio.docx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1385
1352;RPT001352;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\avaliações 2012\;NOTA Nº35 DAGI  AVALIAÇÃO.dotx.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;15;793
1353;RPT001353;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\2TEN N. RIBEIRO\;SAJ C PEDREIRA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;17;14997
1354;RPT001354;doc;C:\Users\m12003091\Desktop\Biblioteca_DITIC\CEDENCIA_DITIC\;CEDÊNCIA TEMPORÁRIA DE PUBLICAÇÕES Cte. Santos Coelho.doc;Data, Nome;2;0,00013;6;651
1355;RPT001355;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DAGI\;GUIA CEFA _ PACHECO.xlsx;Data, Nome, DesignacaoCP;2;0,00025;10;1943
1356;RPT001356;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\PROMOÇÕES _ MSG\;MSG DITIC _PROMOCÃO _BUGALHÃO.docx;Profissao, Nome;2;0,00013;2;236
1357;RPT001357;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\SDIR DITIC\;CAB E LIMA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;17;14923
1358;RPT001358;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\avaliações de militares\;NOTA modelo.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;33;748
1359;RPT001359;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;PACHECO_dagi.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;15;1714
1360;RPT001360;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\;MAPA 2º SEMESTRE_2013 09JAN14.xlsx;Profissao, Data, DesignacaoCP, Nome;2;0,00013;197;476
1361;RPT001361;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\Preflight Acrobat 9\OutputIntent\;ISOCoatedV2ECI.pdf;;0;0;0;31722
1362;RPT001362;docx;C:\Users\m12003091\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\9BSKP2DF\;Ficha Individual (00000002).docx;Habilitacao, Profissao, Morada, CPostal, Data, DesignacaoCP, Nome, EstadoCivil;2;0,00025;51;1030
1363;RPT001363;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\11.0\Stamps\;distribuicao.pdf;Nome;1;0,00013;1;1642
1364;RPT001364;pdf;C:\Users\M12003091_old\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\L0W0XCUT\;DESPACHO 034-2017 APRONTAMENTO DO NRP BARTOLOMEU DIAS PARA PARTICIPAÇÃO NA OPERAÇÃO SEA GUARDIAN 2017 - 1 º SEMESTRE.pdf;Profissao, Data, Nome;2;0,00025;13;7406
1365;RPT001365;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DAGI\DIR DAGI\;CTEN O. VIEIRA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;16;14892
1366;RPT001366;docx;C:\Users\m12003091\Desktop\formação\ESTAGIOS N_REMUNERADOS\Ditic\Minutas - Protocolo\;Minuta Protocolo_ Augusto cabrita_ barreiro.docx;Habilitacao, Profissao, Morada, CPostal, Nome;2;0,00013;35;715
1367;RPT001367;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\MSG\;SAJ  RIACHOS _msg.docx;Profissao, Data, Nome;2;0,00013;4;267
1368;RPT001368;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;cten oliveira vieira_dagi.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1897
1369;RPT001369;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\NOTAS\;NOTA Nº _Dagi esteves monteiro.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;14;828
1370;RPT001370;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\Preflight Acrobat 9\Backgrounds\Default\;25percentgray.pdf;;0;0;0;199
1371;RPT001371;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\DITIC 1º _2º SEMESTRE\;lopes cordeiro_2º semestre.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1810
1372;RPT001372;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\NOTA DSF\;branco martins.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;11;820
1373;RPT001373;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\1 TEN V. NEVES\;CAB CRO OLIVEIRA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;22;14942
1374;RPT001374;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\Avaliações Militares_2014\;nota nº   avaliações priodicas tenbatista de sousa.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;13;852
1375;RPT001375;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;teixeira ferreira2017.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1693
1376;RPT001376;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\NOTAS\;NOTA Nº107 _DITIC_SILVA.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;11;788
1377;RPT001377;pdf;C:\Users\m12003091\Desktop\carimbos\;CDIACM.pdf;Nome;1;0,00013;2;13256
1378;RPT001378;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\Preflight Acrobat 9\OutputIntent\;WebCoatedSWOP2006Grade3Paper.pdf;;0;0;0;54835
1379;RPT001379;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\;nota modelo.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;18;805
1380;RPT001380;pdf;C:\Users\m12003091\Desktop\tania\BOLSA 2018\;Boletim de Inscrição no Ensino.pdf;Filiacao, Habilitacao, CPostal, NIF, Data, EMAIL, Nome, DesignacaoCP;5;0,00064;26;3522
1381;RPT001381;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;SAJ C_ PEDREIRA.xlsx;Nome, DesignacaoCP;2;0,00025;8;1933
1382;RPT001382;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\Preflight Acrobat 9\OutputIntent\;JapanColor2002Newspaper.pdf;;0;0;0;8758
1383;RPT001383;docx;C:\Users\m12003091\Desktop\DESPACHOS\;DESPACHO Nº 00.docx;Nome;1;0,00013;9;1494
1384;RPT001384;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;moura da costa.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1999
1385;RPT001385;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\;avaliação cab cro frade.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;18;817
1386;RPT001386;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2012_\PAFs 2º SEMESTRE 2012\NOTAS\DITIC\;NOTA Nº328 SOEIRO MARQUES.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;15;840
1387;RPT001387;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\;NOTA Nº55 AVALIAÕES.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;19;774
1388;RPT001388;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX. MÉDICO 2014\;ASS,OP.ADM. RITA LOURENÇO.xlsx;Nome, DesignacaoCP;2;0,00025;7;1939
1389;RPT001389;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;santos caeiro.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;12;1775
1390;RPT001390;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\avaliações de militares\;nota nº ditic _avaliações priodicas 2015_nº04fev.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;9;750
1391;RPT001391;xlsx;C:\Users\m12003091\Desktop\formação\PAFN\PAFN 2015\;MAPA PAFN_215_indicador de gestao_atualizado nov.xlsx;Habilitacao, Profissao, Nome, DesignacaoCP;2;0,00025;45;1062
1392;RPT001392;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;2ten pacheco.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;7;1923
1393;RPT001393;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;guia_costa lacerda.xlsx;Profissao, Data, Nome, DesignacaoCP;2;0,00025;17;1910
1394;RPT001394;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;Aracchande _dagi.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;7;1911
