Key;Label;�rea Neg�cio;Pasta;Ficheiro;Tipo de Dado;Clas. Risco;Densidade Risco;Nr Dados;Tamanho Documento
2697;RPT002697;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\8\1\fdfc3ad4-bb54-426e-bbb3-6bfac347154c\;6223955a-004a-496d-9a1d-e06479cedeab.1..pdf;;0;0.00000;0;8340
2698;RPT002698;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\5\7\65033b66-eb89-4dc8-bc87-c81e4586eccb\;52a40cee-630a-4baa-b54a-6ad44692109b.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;18;3079
2699;RPT002699;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\5\17\b43ab8d8-5fc8-4d83-9ce5-a660fb9b40c0\;fb385087-7b40-4799-85b1-1b35e359d692.1..pdf;;0;0.00000;0;6031
2700;RPT002700;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\12\30\08a02ffa-bd81-4a1a-b1a3-bdb78753ed29\;74dede9a-7be3-4b30-a2bd-ec7bcb4eeff5.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;21;1515
2701;RPT002701;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\8\7\583d706e-74c2-4478-b87b-b7c6e148bd26\;6d7dcd00-fb6c-49f0-af0e-4d8792d554c6.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;2956
2702;RPT002702;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2011\10\12\9ae60019-be76-4fa5-8147-ea9ec134070b\;6cbe1177-99ed-415f-9c3e-590fb6a1a8aa.pdf;Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;14;7093
2703;RPT002703;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2011\8\29\5029e3eb-faa5-463b-8b92-342f6f4adc56\;90e53cbd-9e06-4873-8e1c-3dbe438aab0d.pdf;NIB, CPostal, Data, DesignacaoCP, Nome;4;0.00026;23;31442
2704;RPT002704;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\6\27\87af24e8-2585-4ad2-8389-13e0faa6264a\;c6cf73bd-61ed-457c-a696-98a09f6f5248.1..pdf;;0;0.00000;0;6062
2705;RPT002705;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\1\29\73694eb3-aaef-443b-9250-8b70361d1d75\;60c2f70e-ee53-4999-ad66-1907c28e244f.1..pdf;;0;0.00000;0;869
2706;RPT002706;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\11\22\31a376fc-6baf-4029-8039-d5176e085bdd\;f8e9823b-1d55-40de-b3c5-06fd9aa550a5.1..pdf;Filiacao, Profissao, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;5;0.00033;26;1136
2707;RPT002707;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\3\26\8d728ccd-1c4b-486c-9bd0-809db0f9c4a8\;62dcae02-2d0a-42e9-9647-cbff027b36dc.pdf;;0;0.00000;0;4461
2708;RPT002708;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\2\12\c3d97aa2-3c53-4e39-9012-d3cd9fc4da7f\;fc751875-75be-45b8-8d95-398874afe2ba.pdf;Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;15;9169
2709;RPT002709;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\12\7\d7f90358-4110-4e53-90fb-5b398b183d72\;0932f406-7e0f-4a55-8ea6-d386779026d6.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;1999
2710;RPT002710;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\4\7\9e71c1bc-6be5-4d87-b667-5fef588b76b1\;11bd318d-4659-4820-af54-830b4db1c37d.1..pdf;Filiacao, Morada, CPostal, Data, EMAIL, Nome;5;0.00033;19;2007
2711;RPT002711;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\11\20\747aae0a-0241-4336-ab78-cb5d585cbf80\;2e5bc794-1ca8-4a05-96e8-2e888d3e31c6.pdf;IBAN, NIB, Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;17;1252
2712;RPT002712;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\1\18\5161a2f1-3ee9-481e-9e3d-bc120d759fe6\;0f3845ad-8210-41e9-a66d-658c4b203c43.1..pdf;IBAN, NIB, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;18;7557
2713;RPT002713;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\9\28\87406b7e-7db4-41bd-939c-0f2a111feb35\;2fd79441-bfd2-4800-93d6-b89aa0114feb.1..pdf;;0;0.00000;0;1820
2714;RPT002714;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\3\1\7441b129-e491-4398-914a-4f6e701e96bd\;700c1244-ad8f-4db6-b5db-3c79d943f138.1..pdf;;0;0.00000;0;6153
2715;RPT002715;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\11\25\a4823d65-23dd-48cf-94c3-35e1f3f4c788\;23205e19-9210-4e30-b299-20c8ff1bf39b.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1324
2716;RPT002716;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\10\11\8563ec02-8f4c-4171-b1f9-68f0f651729b\;f00b45ef-6caa-451b-94a8-477075baea8e.1..xlsx;Nome;1;0.00007;173;3114
2717;RPT002717;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\3\16\320b2768-035d-4f92-b349-3e68108f97bf\;ef7b3f5a-80d9-440c-a5cf-b9ae08d1c273.1..pdf;IBAN, NIB, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;18;8898
2718;RPT002718;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\5\28\dac35fb5-1e46-4ab5-be4e-6daac20c79d7\;cdafff20-c69e-4e77-8441-59d806bbfef0.pdf;IBAN, Profissao, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;18;1908
2719;RPT002719;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\8\6\728de82e-e4e1-4b81-92b0-8a5a9fdf5718\;40027a0b-afc3-4750-a2cc-51b444e5318b.pdf;;0;0.00000;0;170453
2720;RPT002720;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\2\22\e5e30266-9bb2-4991-8e3c-9d2500c94544\;2010_02_22_12_10_28.pdf;CPostal, Data, DesignacaoCP, Nome;2;0.00013;7;9961
2721;RPT002721;Administração;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\3\6\e405d8a1-1fe5-4cd9-bcd0-b57fe00e2082\;549b9319-13b5-473f-b472-fc8bd06ac80a.pdf;;0;0.00000;0;7989
2722;RPT002722;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\2\25\22843fdb-204a-4b16-93f5-212723e35883\;f989ceed-52a7-4a50-9936-24f09d6a9cac.pdf;Filiacao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;15;1295
2723;RPT002723;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\7\8\ce286e66-c399-4a2f-bfdd-8ccbcc3b1137\;327205d9-8d73-490f-9e23-75170b420e4b.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;7593
2724;RPT002724;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\12\22\7c662d0e-41dd-4c8c-9d34-6c01169007d1\;680ca759-759d-4bb4-9a0e-94586e02027c.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1352
2725;RPT002725;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\12\13\67c40540-5af4-4164-8cf8-e5bcd8150e13\;7e09329f-d2e4-417b-9f77-d296fcfb02df.pdf;;0;0.00000;0;8374
2726;RPT002726;Apoio;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\2\7\36343269-9e66-4b88-bf26-00e50dfc76cf\;55bea136-af97-4db8-9111-5fda27376c90.pdf;;0;0.00000;0;2078
2727;RPT002727;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\11\25\d6c79c3c-66d9-4402-b715-0fd9793a564f\;99a1413b-f828-4f7d-8e2e-fe4561e37457.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1444
2728;RPT002728;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\5\29\cf395320-a99a-4db8-8629-de2385e8c5a3\;ba117ed5-13b8-49e2-ab71-3935baade16b.pdf;Filiacao, Profissao, Crime, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;29;46508
2729;RPT002729;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\10\13\593444fe-bc5a-4769-afad-b9764ea0e7ce\;d92fed7d-5cc1-4b86-a2a7-cf1c3c9f50d0.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;17;1580
2730;RPT002730;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\11\24\d8bea8ab-5d5a-4e50-962f-670d2bb43a26\;8c1d56d6-4da2-4f0b-b0a8-ff8f767d4b96.1..pdf;IBAN, NIB, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;17;2993
2731;RPT002731;Apoio;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\9\24\af17373b-3a90-48d7-9731-f6ef450d94bb\;61f62068-5758-403e-bb09-79d4ec35f53b.1..pdf;;0;0.00000;0;3230
2732;RPT002732;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\13\f77dc26e-8b5e-4389-8db6-fdf85e12eaf5\;edf8be23-f95d-4657-9afa-09f362b2a759.1..pdf;;0;0.00000;0;31597
2733;RPT002733;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\12\19\84d2d1e6-04c3-4e16-ad8d-948b1634e400\;2024dcbc-a216-45ee-8527-5c594ea88d8d.1..pdf;Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00007;19;609
2734;RPT002734;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\2\14\b65fc9be-7503-43b2-b51b-1f3baa98c894\;c9ca5fd4-3893-4f4e-a8c4-33579150fc77.1..pdf;;0;0.00000;0;2377
2735;RPT002735;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\2\3\025c277e-5e2f-440d-8a73-31e340fcfd0a\;b3d42054-3d7e-4b4b-a70b-a8d33bc0783f.1..pdf;;0;0.00000;0;1072
2736;RPT002736;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\6\27\a88b8d1f-7aed-40c5-b5ed-76efcc53187e\;84c479a5-a1aa-4f23-8430-ccf102a8ac59.pdf;IBAN, Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;1301
2737;RPT002737;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\9\3\bad19de3-0880-44da-a75b-0852d83b3f8b\;f0ce0c13-98af-4cbd-8b79-bd03861a64e9.1..pdf;Filiacao, IBAN, Profissao, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;20;1394
2738;RPT002738;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\6\5\390df03a-0ebc-42a2-a934-4406e023c648\;d75ce6f2-b162-4606-a9a1-b7ef8640314e.1..pdf;IBAN, Profissao, Telemovel, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;20;10111
2739;RPT002739;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\3\20\e55f60e4-50e5-4e3c-9d23-3ba327624df1\;806981d4-22bf-4163-884f-6040b21d6053.pdf;;0;0.00000;0;2632
2740;RPT002740;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\3\20\62e99a3f-122e-40e1-8511-a7f6d852d1c0\;aae1e1eb-3f2b-439f-879b-a22a5481b79f.1..pdf;Morada, CPostal, Data, EMAIL, Nome;2;0.00013;21;5012
2741;RPT002741;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\6\17\e53e2e4f-ad11-4dbc-8c35-fdc6ce967977\;71d62b26-a185-468c-b8f2-81ed4fbb44e4.1..pdf;Filiacao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;14;1368
2742;RPT002742;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\4\23\e3f71f9c-7fe4-4b84-a478-98fe904ae3e1\;06d0f0f6-65f7-4b22-9ada-8c00167d0889.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1863
2743;RPT002743;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\9\28\85be5aac-9617-4e30-84d6-65b1eff39582\;4ebc8326-a893-47d1-a69b-b82b7566523b.1..pdf;;0;0.00000;0;1535
2744;RPT002744;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\7\31\4aa2c82b-b143-458b-8b77-324dd0acae2e\;4be2450c-6dee-4f66-afa8-ee685b401ae1.1..pdf;IBAN, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;1373
2745;RPT002745;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2009\5\27\74aa3c04-99de-493d-b8b3-9c1600c7911a\;2009_05_27_12_05_48.pdf;CPostal, Data, DesignacaoCP;2;0.00013;5;9729
2746;RPT002746;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\3\22\4b07b6fa-22da-427f-bb75-e510625b0d55\;dd2dde16-bf8d-4412-a645-a856e45fac28.1..pdf;;0;0.00000;0;20430
2747;RPT002747;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\8\12\42fd303e-3dca-4d51-ac74-5860d2dee49d\;d7f9f028-f31d-4748-a808-f038e4df9958.1..pdf;Filiacao, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;17;1414
2748;RPT002748;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\6\28\62b8f35e-30f3-4e0a-a80e-6e921febd832\;98d9b3f0-c3e9-4672-ba29-6f0fb7d76349.1..pdf;Morada, CPostal, EMAIL, Nome;2;0.00013;14;7802
2749;RPT002749;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\4\22\d3f1ac92-9175-40b2-a9ed-a19893795b5a\;52a15add-b4a3-431f-960c-337ea89261c1.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;15;8170
2750;RPT002750;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\2\22\3e73122f-cfa1-43b5-9e14-4ab5d3133812\;289dee88-1f86-49db-9610-1de99fff5b78.1..pdf;;0;0.00000;0;1574
2751;RPT002751;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\11\4\55917233-c7eb-44d9-89f6-6cd2e38ec17d\;13d581b6-0dac-4b90-a153-330b00879f74.pdf;IBAN, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;14;1501
2752;RPT002752;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\7\31\13c52a5a-0a72-444a-9ec3-47ee3559095d\;c0936eeb-8d4c-42e3-bc69-602a45ba9ccb.1..pdf;Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;36;5205
2753;RPT002753;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\5\7\5d1b8f84-c0d9-445f-958e-ca24cf3afd3d\;a0e52302-5150-415c-a1b9-207acb472e90.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;21;10172
2754;RPT002754;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\3\13\23fa35ca-a63c-4b57-ad2a-7ca67946a4f1\;a0e185d9-5088-4d93-91f9-ac26c9d1c256.1..pdf;Profissao, Telemovel, CPostal, Data, DesignacaoCP;2;0.00013;31;21251
2755;RPT002755;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\2\26\69be8c5e-9f26-48d8-9563-ab9f08d5e535\;1e759ad7-53c0-4db9-8d2b-8baa7d278d28.1..pdf;IBAN, NIB, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;8550
2756;RPT002756;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\2\9\ac55617c-d33b-4520-995c-6ed92d827a3d\;c22f2ccd-33c4-455d-a1ad-7fa13fd2848b.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;18;1867
2757;RPT002757;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\9\12\24bae14c-d290-4769-add1-e5c70094c4f9\;8d58b751-5575-436f-88d1-1dadb31c2746.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;8620
2758;RPT002758;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\2\3\413d5eb3-6047-456d-a2fa-87743b560e98\;16c26ef7-497b-423e-b673-01da964f2acd.1..pdf;;0;0.00000;0;18482
2759;RPT002759;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2011\11\7\4944dbb1-51ad-433d-ae89-419be7a07eda\;73022035-deb4-4b01-846c-32efb720655b.pdf;Profissao, CPostal, Data, DesignacaoCP, Nome;2;0.00013;19;13146
2760;RPT002760;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\1\3\176b590d-ddc0-42c4-823e-7839264ae934\;3ebbcdac-3c4f-4461-824d-cfc5808d027f.pdf;;0;0.00000;0;4416
2761;RPT002761;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\8\1\0e99ae92-fd65-43e1-a7a6-0ad4e1f7069e\;c4321321-d989-47aa-bcf8-83b6dd1574c0.1..pdf;;0;0.00000;0;5041
2762;RPT002762;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\13\1048feb9-a190-4af5-a70a-3b83aa6021d9\;abeb6fbf-8dc7-429f-8ddb-d98e5df0d096.1..pdf;;0;0.00000;0;5360
2763;RPT002763;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\4\18\90f5ccc2-4fd8-463e-bba5-f0803704b3c6\;4b86c147-991e-4d75-94cc-8b81a7fd9c89.1..pdf;IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;18;7445
2764;RPT002764;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\11\23\518be237-d218-49f5-8533-f0bfcf8e9bf5\;35362ed4-4f7e-4b1c-8cbb-8eb9f65915ea.1..pdf;IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;20;7642
2765;RPT002765;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\5\e09febed-89bb-431e-9211-0858215ebd11\;f603ddab-d028-430e-a50e-35df77161332.1..pdf;;0;0.00000;0;11115
2766;RPT002766;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\7\24\0c75212e-ddec-41fa-b47a-3db21d76bda6\;32594abe-a37d-4b0e-915b-27deea530c94.pdf;Profissao, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;19;51931
2767;RPT002767;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\11\27\0a6f87be-10ec-4d81-b5b1-abcf15cfa98c\;6c15d695-76c2-4849-9607-ea9406d51622.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;8678
2768;RPT002768;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\10\18\926bbd51-9249-42cf-a444-11c6fd752eb3\;bc9a2e04-522e-4490-a28c-9b079cf89541.1..pdf;;0;0.00000;0;1313
2769;RPT002769;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\5\6\0fcc2c7b-cc76-4d7e-b53f-d34f088fcfa5\;53492cbb-5fcf-472f-97a6-3ee617975978.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;26;7667
2770;RPT002770;Apoio;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\5\14\057f0b01-d6a0-4721-9bf5-a834ab935733\;f061a279-8314-43f2-8979-bd445f874f7e.pdf;NIB, Profissao, Telefone, CPostal, EMAIL, DesignacaoCP, Nome;4;0.00026;15;12374
2771;RPT002771;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\6\12\969082d8-ead4-45d3-878d-aa58f7bd8c8a\;8e4166e9-6e8a-4ac2-9a7c-bb2feef29f28.1..pdf;Profissao, Telemovel, Telefone, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;680;29345
2772;RPT002772;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\12\22\0ed26bc5-1f2f-4272-8114-adab7097f6fb\;3884e79b-966b-4933-bd2c-c8a8f2eda071.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1362
2773;RPT002773;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\7\8\fd5de860-9385-4cb8-a1b2-dbd672b92a57\;c0d3220b-a230-46f3-8d9d-084a6cbaef44.1..pdf;Filiacao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;8141
2774;RPT002774;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\1\8\35554293-98f0-4a06-848c-72ec5c393313\;a3048874-8ded-454c-91fd-d5490be20d0a.1..pdf;Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00007;20;596
2775;RPT002775;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\1\14\55bc7222-a09a-4349-81e4-d4a9002a7a08\;5fe604e1-c689-44f7-bb7c-c64d02109cc0.pdf;CPostal, DesignacaoCP, Nome;2;0.00013;8;21431
2776;RPT002776;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\11\5\4313a6da-4bb1-4674-8a03-12a1c74d6ef8\;23726b0c-ef8e-4313-bc0e-1341024bf22e.pdf;;0;0.00000;0;1678
2777;RPT002777;Administração;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\7\2\9afea325-7d0d-4727-a99d-d5b3721623e7\;1e8e48ab-6e08-4e43-8a00-ba2da84b9371.pdf;;0;0.00000;0;8676
2778;RPT002778;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\9\30\eec18d74-1565-422f-9c4b-3459f2a685c0\;bf7975e9-3b92-491b-9c7d-09d456348d8a.pdf;Filiacao, IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;16;1755
2779;RPT002779;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\10\21\6d349bb2-8b02-42aa-b51e-09c0085e100a\;cf2a1525-b035-4504-acea-550489e09072.1..pdf;;0;0.00000;0;1443
2780;RPT002780;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\1\31\3bf1cce9-f25c-4c57-aefb-3f97a35f8772\;141e2d37-9595-45aa-a65c-5869803b993e.1..pdf;;0;0.00000;0;3471
2781;RPT002781;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\4\18\dc1e3092-76fa-4c68-8733-eda9d82f9ae2\;fabfd426-6279-45a1-9be7-52f68464a833.1..pdf;IBAN, NIB, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;15;8481
2782;RPT002782;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2009\9\18\59e89421-89d4-416b-919f-9c8800c082a7\;2009_09_18_11_37_40.pdf;CPostal, Data, Nome;2;0.00013;8;7038
2783;RPT002783;Apoio – CIM;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\9\16\b2911137-c4d4-480b-bb96-f54e2aa25a94\;eb9acf56-3b68-4c09-9064-e069f7d964d5.pdf;;0;0.00000;0;8825
2784;RPT002784;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\9\6\f4b28174-d563-4393-b1f3-815eee366152\;012f9d3c-6428-4cd3-8319-f0fa36f87cec.pdf;Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;15;8153
2785;RPT002785;Apoio;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\6\6\b5565a72-2f01-4f76-9b89-902f726793b2\;8d62b0d8-8d07-4804-b456-3fb4c7070d33.pdf;Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;2;0.00013;10;7884
2786;RPT002786;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\4\7\b0306aa5-047a-48d7-831a-9422cd7e13f9\;0624fd01-0788-40fb-80de-3d6db7101f22.1..pdf;Filiacao, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;11;1413
